Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,1828107502.799552,1900895856.6629338,2071668533.0347145,2097199161.1203356,2391199043.520383,2441599023.3603907,2662798934.880426,2769198892.320443,2873638850.54446,3880392195.4068823,4450537925.33189,5408804607.312896,13006948296.270523,12022811620.78667,13132252801.937159,14137406740.50655,15503557496.191643,24749063922.47961,28638868355.919598,25058020338.253494,21577153356.419174,20871081080.15384,21700082752.936886,21445970613.759464,17903989745.177998,22368704133.666832,20690322152.8945,24313855653.399323,18427777777.77778,11009993703.147371,19858555214.723927,23941391390.728477,24848483838.38384,27186980646.544792,31492373308.751575,30350190704.436146,25943705784.29957,30122365849.251846,37718743480.0751,34889559869.832596,38135788413.82759,47874582231.58799,59439090600.61079,80798630136.98631,101557330723.42303,114634043361.69223,147379737229.75284,105968691905.4155,115416305425.42403,154039231299.1275,174047662555.41943,174168116687.21497,162650450784.68552,114585555830.91621,109406674087.94653,120687539675.51738,138646316321.5959,140856394870.0202,111045470461.20734,148459291453.4715,183940215065.17126,163704878875.8504,
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,68130522456.46815,71345935570.51266,77595201159.5018,78213093937.17322,89666050880.77104,97214133307.76456,107480701835.74294,109338694744.93806,117676062348.20985,131848922699.6322,143389833303.93112,158735480510.8311,180629385056.39853,241709359283.93735,317536664286.8285,342491540708.28735,372929953703.589,404813113752.20447,491325368615.2363,540525556893.925,652872750831.8496,746741303022.2289,689044464346.4143,595414163255.4044,639367345932.0101,629409138078.9673,638142304414.5486,699199148663.3275,760016020919.7,863946130401.8972,1037523427942.4811,1030856096218.6351,1119036302732.292,1348226629774.4028,1592917766133.5205,1697849387521.2246,1853066832058.5073,2021896195320.0881,2038845253732.1223,1810330944033.6812,2001500299076.342,1951440310331.0828,1757086222415.932,1793950754023.5645,2043690719202.927,2470508853358.9424,2881100869931.1953,3401605298745.693,3931414872246.1,3643251864341.3027,4556443300721.483,5320453324524.34,5297867570045.921,5436642039991.223,5457302168714.0625,4634562623756.213,4496975105252.449,5012882938385.355,4870399736155.19,4803447002170.211,4047055896231.794,4693445308215.286,5393055179435.186,6057469575864.841,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142855.9183671,2366666615.5555553,1776842097.1634347,1087273103.6963859,598961269.2978786,714046821.093797,865559879.4004065,1028087972.3108478,1127806944.6151268,1327748689.8809426,1543606345.1168365,1763536304.5396364,1873671550.3463552,1747011857.3310688,1280177838.7190535,1454430642.449592,1731198022.4676313,1768619058.3464744,1758176653.0774584,2023324407.2841384,2366398119.863208,2735558734.737903,3455030060.9784985,4223152739.0405164,5446433157.401138,5836137329.633054,7131771014.704564,8750104617.173027,10192846339.40287,11983252626.545183,13279245886.385435,14426380125.648829,15912501722.614256,17071155481.49936,18141641089.796326,18740561512.555496,18981805250.242397,18827148530.934723,15468785203.753174,15843155731.255178,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540067.9324584,2717998687.710016,2838485353.9618664,4690415092.536633,5843579160.901219,7941744492.235954,9599127050.175585,11718795528.555569,13690217333.587883,15751867489.444624,17247179005.521946,17391056369.226524,17260364842.454395,17649751243.781094,19152238805.97015,20082918739.63516,21159827992.039803,21497336498.839138,22022709851.40962,24827355014.925373,29118916105.472637,35399582928.68988,38443907042.12272,39927125961.5257,44016799515.75456,46880103080.597015,48095213746.600334,49929337836.81592,51147308774.12936,53027680685.90382,54901519155.55556,51605959131.27413,31712128253.796097,23131941556.784348,20992421948.808086,,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495600.0,183920900.0,191861800.0,200229600.0,218929100.0,229260800.0,244459500.0,261024299.99999997,276820700.0,306961800.0,323099700.0,341543100.0,368098000.0,386968300.0,486955000.0,577549300.0,596675700.0,673010600.0,717240400.0,814067900.0,854711500.0,846514500.0,863933200.0,823374900.0,848478300.0,851296100.0,840964400.0,972800000.0,1038300000.0,786300000.0,384400000.0,348000000.0,223500000.0,160400000.0,132199999.99999999,134800000.0,159400000.0,295900000.0,359600000.0,441800000.0,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2791614000.0,3177198100.0,3225652000.0,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3176126300.0,3513049500.0,4001047000.0,4240000000.0,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,401644248.94230044,443905612.0377552,619725784.9096861,892327910.6688358,1341395421.4418314,1804979680.4081278,2312438535.824586,2726986912.805235,3850623094.9507623,4380987481.205008,4601649451.3402195,5260185125.418859,6299395543.96301,8625889429.58277,15112543717.129818,14710912457.650877,19096943016.57485,22428297107.59295,22136422643.3959,30536429496.944782,40953924948.741936,36374353880.39939,33760146990.57263,33200520139.974937,29476109152.75305,31530566324.273018,24180400959.42878,26697659334.69111,24308959591.19497,25156707899.146202,28904183602.48184,31991821264.711754,33887047909.27463,30660051910.503666,28610549763.468513,25541379186.645782,27884615384.615383,30700897874.870354,27251301398.28134,35975860857.11637,38270954138.11281,34112093927.253975,20481889763.779526,26265625000.0,33122307692.30769,47334691241.49238,60094231606.642044,68032978390.600685,86710767415.13712,60808562033.41912,75380825062.4216,48169263294.10074,92540938129.13145,75351107029.06049,57372355592.02202,48717501321.30524,49912073701.298004,67157452181.77383,76686029772.14833,69254496471.6938,46854285440.64199,35217995647.2862,43246297921.84992,45096462972.40136,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,170370370.37037036,194444444.44444442,183333333.3333333,197037037.03703701,251481481.48148146,284444444.4444444,340000000.0,375555555.5555555,429629629.6296296,486666666.6666666,579629629.6296296,613703703.7037036,674074074.074074,684814814.8148148,713703703.7037036,762962962.9629629,788888888.8888888,805925925.9259259,877407407.4074074,921851851.8518518,932592592.5925925,892592592.5925925,900000000.0,987407407.4074073,1066666666.6666666,1135555555.5555556,1268319185.1851852,1336088814.8148148,1437731111.111111,1401507888.8888888,1482385185.1851852,1568370370.3703704,1598207407.4074073,1660222222.222222,1749185185.185185,1807629629.6296296,1868555555.5555553,1998518518.5185184,2060962962.9629629,2095370370.3703701,1499296296.2962961,1867185185.185185,2342703703.7037034,2430148148.148148,
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,84329838400.42793,89709981773.92908,98261282126.69006,99893385581.14641,111052848438.04228,119371602868.40656,131433205589.98303,134061722395.09789,143869326230.6157,160710391278.4933,175326829534.1576,195536195231.24884,219954391453.82187,292519246389.568,379198908310.7973,397745002329.407,436198464311.5048,479038882979.81165,574382226867.8646,644575844029.027,783500501539.6304,894561377247.1566,823712965139.1198,726721794879.4064,764777823849.3679,756311375939.059,765776536062.7582,821881180249.8401,901488916776.5143,995446888620.2158,1182930524066.304,1190363679873.933,1299294226948.3528,1537236482693.8728,1795857944908.4124,1942625401757.2341,2101355129053.5408,2303819877048.614,2332209529441.484,2107777544518.7537,2326949294888.472,2282568106526.855,2052733951836.011,2091860862682.095,2405428955596.866,2903183974064.523,3397283352571.6045,3998720279668.8467,4644078687283.984,4357527531809.4985,5397420440102.78,6138988197082.154,6210848401059.527,6364361538445.057,6485373197518.463,5420625373878.581,5285772978074.742,5869256493740.252,5743189791995.485,5659312361702.854,4805510770575.42,5581050600056.689,6344871239270.209,7100142198622.079,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,28125007491.224457,29407704714.70917,31841615991.191807,36572882344.72311,33198811870.738625,37349860086.81802,40701826185.40275,41372180763.30391,44162941943.58352,48860028125.24089,47287368661.50268,49680481617.813286,51381080368.19675,62528830086.82675,77883885394.58429,93772413229.06909,86384425580.13715,95081115899.17079,111897781372.6118,122607963426.30966,134727610766.27864,138082627423.2306,139898784463.40482,138361305171.4402,140635650659.9493,153629727512.553,133683526720.31355,142102113248.9208,155782438251.6067,167102688439.98138,192273239120.8387,207546935444.78787,164458421991.79486,170315816602.76343,167268967043.89212,171528338754.40335,180698970346.17285,188732874126.90195,191343144413.7218,197283321109.73727,224157176664.70215,216069600650.06573,236328165313.13,267622624242.4878,307432419240.6298,362428503974.63403,419507290728.1665,503811937239.5872,617433010937.8503,611691803371.2241,691265131583.6473,788563180780.4283,825270042082.7272,898744750892.0243,966685213655.7936,928290888606.7068,944199366020.6697,1033373602036.6694,1100496566937.018,1161448671597.724,1172274838994.1743,1279711995341.6333,1435846906574.1252,1516309568380.5188,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,14591716825.875666,14789797831.689392,16516574417.993933,20520875295.160183,16721795098.374693,19450146960.322292,20568317800.34612,19909314039.865913,21546718489.936016,24683966856.800312,25496166643.612827,28190693616.250984,31426720690.422512,37392263614.16662,46086997825.544014,53368246402.642914,56273157666.95345,65067643586.99054,75076026524.64024,79744980212.00793,87616582561.64615,89890316955.56516,90973456712.5446,88644975377.89081,86806369833.91588,83939638149.34445,88150825151.9559,92853123713.7103,99744432658.88882,107444620042.28383,131926909744.35155,146615682574.44205,102606211658.37732,110262486787.7119,103189554625.8507,95736608113.55626,92511396652.1534,98801581861.74423,99794797965.01411,100712307153.97672,123884077543.31458,117057870839.89828,128765140759.61543,143795108872.31265,168045991850.8395,200687412011.9017,233311195478.20703,284149435970.21985,341905104081.16785,340323801916.34406,374460066994.60895,406242650339.232,384272110891.7182,396287809196.2314,424194789310.29584,417756953873.8491,385206512173.9028,403454290228.2109,420211435774.7898,447114593744.1988,442702142538.4097,474823152496.38403,547199942824.13153,663529162731.7301,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90099360.8433666,104889795.33384584,124940289.32382013,165928881.5555197,193980464.8821012,246389101.8536131,272489300.46782696,303493119.4807626,436912067.78428715,503173104.39188683,534699362.8961609,511647750.1244755,522096760.2910935,524023624.8905505,502620991.85294354,529073612.4535789,779357802.5000597,1052848995.9710084,1161757671.017563,1119983801.2133808,1421509216.3742354,1484160302.149524,1631177029.4506257,1673085244.6878996,1948129622.7513213,2428525060.6992655,2504012993.4223833,2298389802.888832,2479699106.022639,2664105901.188626,2483889858.323124,2491800558.7767353,2688618747.381476,3070803051.4216375,3454373797.744424,3659319116.880572,4000102086.1463513,4601429897.214683,5081479840.087157,4504375348.070381,5082337238.447185,5739706004.896165,5456102482.286143,6391708310.677266,6657526979.7227745,6268515276.174405,6237302033.50132,6474308717.852892,6692620691.841458,6436467007.119318,6405870210.32293,7710380085.922573,7361504432.193307,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873949.579832,1444327731.092437,1434156378.600823,1240672268.907563,1309747899.159664,1698319327.7310925,1751470588.235294,1859465020.5761316,1801344537.815126,1965546218.4873948,2296470588.235294,2369308600.3372684,2553936348.4087105,2875625000.0,3574586466.1654134,3791298145.5064197,3591319857.3127227,4104509582.8635855,2733183856.502242,3364611432.24149,4024621899.576527,4415844155.844156,4768765016.818837,5167913302.167445,6043474842.767295,5978460972.0176735,6405210563.882941,6682167119.565217,6978371581.263754,6987267683.772539,8032551173.240139,9000362581.580856,9703011635.865847,10338679635.76159,11717604208.822338,13029697560.975609,13897738375.248777,15091913883.709103,15794972847.168346,15656327859.569649,16330814179.976625,15749753804.834377,16536535647.083422,18881765437.215084,20662525941.29855,24405791044.77612,28279802405.913803,32350238760.423862,40713826215.009254,42066224093.00646,58636161081.71195,67753284043.92818,70447216891.33658,77000578167.35295,82528535713.92601,85140955388.85092,88012282205.83571,94376237797.23674,94493871200.78688,89014978344.1404,84304298770.53287,88609324901.97736,74144870023.4244,84356863743.63354,
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,85185625016.44772,90809724342.60272,92221724755.33954,102043253078.23532,114688946257.54652,122878481377.44797,112146974060.739,119682358135.05373,127002903514.06897,140612302801.3842,152289415681.44833,158605276404.6415,169313484036.1347,199171176265.6437,246364487150.3844,269878726934.5154,285347735224.4078,320626228008.5692,362636040955.64923,420475754073.9928,512442107605.16406,636334939388.9512,632352323939.1704,599195651532.3257,575490027378.2047,614637221257.4321,617440322275.1033,672947618644.9719,694158073487.8114,679846124636.0188,739096952809.7172,707213632103.4991,738102147768.9344,746952041507.1411,839706013229.1505,997456434904.8182,1136320651080.9517,1192032722943.8755,1217725078771.1824,1122826614705.0298,1185565463800.705,1198116648048.697,1264217335217.9863,1434282051769.707,1649983007882.3145,1901029039405.267,2226450891169.029,2725016817873.6343,3014456913636.9287,3143238517619.5312,3782636785930.3125,4221076552618.258,4460333855933.933,4717344471245.564,5095594685380.318,5089665684079.03,5304010748630.261,5741380409466.089,5994118980886.44,6298712117939.295,6102312002456.378,6911861585177.337,7371395678679.617,7439509140290.379,
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,276980151259.58105,275467988962.02484,282503517974.81335,305484021729.7609,342247759128.06805,377880956160.19147,392169475654.9472,402672014818.0905,426938677283.2182,477578127597.36993,521249210458.3816,560488895269.6821,629566887795.993,802228294104.662,1020411291623.3806,1128387358601.985,1214423491606.5583,1363957921137.8328,1515437428173.1123,1756431750666.463,2073164248883.4358,2318344474367.45,2286646059078.001,2217405371415.2944,2278283895851.4707,2367021275065.9917,2417928245850.186,2496518079267.7974,2662885366772.368,2854773671384.5938,3356800445065.4097,3189515731314.7715,3343624639286.7827,3615987458351.1904,4051568372030.247,4628270895721.814,5140547190595.439,5455063067407.642,5428418126009.549,5224983090942.071,5680763266228.64,5689226864512.041,5798280274725.182,6488019627638.115,7609502030648.463,8986082612992.172,10577819186798.143,12986787932963.576,15415247229986.443,15449565116182.861,18785590705939.836,22125397276011.12,23520241947859.24,24956404400115.24,26112983016936.152,25336686257692.445,25597069953897.586,27987406037838.355,29791620278516.934,30495388425380.395,29521428086822.805,34778125922181.406,36465232446694.87,37533765909927.96,
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579986.16800553,35699985.72000571,41859983.256006695,47039981.184007525,51939979.224008314,54879978.048008785,56699977.320009075,59261976.29520948,61445975.421609834,65967973.61281056,68739972.504011,76480285.00441125,80913200.42928225,121188715.75986478,150851316.52727023,149558895.91458103,147660036.91500923,193315048.32876208,266570066.64251664,290134592.5230071,431542536.663782,434188034.18803424,348741683.67384535,386699308.8591688,333163670.28022534,268629925.8528049,318858422.9892623,402768324.48197055,470395800.6006682,495409232.6275786,596410263.7438493,704325366.7183932,831029861.7047461,835582062.4761685,878250945.2804694,1001894000.2784605,946112492.844847,998004258.7156752,928460893.1089647,912773681.0506419,887291687.9207957,825706961.2386893,775777238.5581402,1157825434.789707,1511236655.5204656,1682343527.492213,1800092563.754615,1682131784.5136483,1766902709.1993523,1740894964.8051126,2234754241.919178,2579409619.967217,2477702216.268875,2367112931.642001,2441063054.057919,2359686724.538286,2114426452.201897,2306741672.290062,2556247291.9978547,2390702295.827774,2053699870.0719147,2412130056.55851,2354683088.719949,2117962450.7946885,
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,183039562224.25528,170099892398.3004,173284405279.32352,189118211842.893,207440473652.43176,232548696222.15128,258991672386.55405,260274063913.50797,264786860536.3556,295197075878.3575,335674639859.47217,373427304808.80597,429644439389.9189,557950349648.5264,670611977652.1123,740754947104.8418,798865984540.0673,926739143199.4535,964550590227.1338,1148395566303.0776,1316876853539.5474,1380125520678.3406,1392996678425.9456,1289284018855.9346,1345557622208.073,1454663298311.3875,1545906474134.795,1632410104492.1167,1781575173693.5342,1899396725921.2666,2045122711297.0588,1981024709881.3567,2019418673106.8816,2102262484943.606,2441349508235.5776,3024940848396.398,3336408333512.4204,3493233811438.932,3366691772746.7163,3112218567617.282,3414598526583.506,3529672920785.984,3741286212371.5557,4262675973508.495,5122697281253.376,6178901401098.437,7456055261110.419,9390656301395.988,11676267845145.797,11279802020100.773,13567972433971.896,16536989301806.896,17686777065865.535,19051526772020.477,19788146929460.164,18565287346572.188,18605453840467.42,20647673102305.777,22641256363718.223,23070237789791.09,22553187301005.746,26910414198858.355,28079439418908.47,28348483457826.9,
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7921210339.584389,8430207164.436771,10168271903.323261,11289161847.216227,11022095813.552006,11550695727.23349,12260761329.305136,14282292664.600357,18809197969.543148,22743164431.197216,26105207115.31285,30116192746.894215,39729151614.66885,47831254207.522316,37494380038.92132,36638128534.06432,43186501862.790695,42709372066.862656,46303660422.043365,48306546656.92814,41540954817.20389,42970749245.03357,47756764508.44596,54261795148.53722,55122066225.79599,57412038533.27175,67037321008.96792,71033884499.78238,79789877416.16808,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,709941874.0443548,710163719.4069166,747846862.2096734,797902154.2381222,910877686.2685845,929477284.7880019,976717015.4614539,983052314.9302673,1075561622.813214,1245432991.3427086,1457768455.0221863,1518773421.3784564,1901697369.626982,2609875802.1113644,3183637116.818558,3123333333.3333335,3423586206.896552,3789321328.0810356,4718539771.999488,5516982663.731425,6019805490.412471,5053665797.479357,4602316793.219142,4524217751.47929,4438435492.879085,4577211767.103744,6685595087.59256,8320902215.0189085,9418167855.183764,10037674037.674038,12778792853.693867,13834219728.29297,15518702634.880802,15925521222.014925,17701798890.76441,20853093869.7318,20895314657.980457,19563836265.223274,20150053345.187817,21899317598.841362,21230182989.303574,21387533703.232704,23649833332.16553,29667268248.130527,35064843792.89932,37672280120.47936,42910146296.064644,51587401415.787224,58844277701.525764,54467289897.55817,56213985987.41678,61696281326.245255,59776383527.36017,65203276466.976265,68804811897.64447,60071584216.13747,62216885435.94879,65712180342.98364,71000359760.46112,69890505323.5842,73699366700.21344,85584105993.87459,81641807865.75908,85755006123.5976,
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608208784.940103,5799465288.412456,6349481006.532784,6974112951.268914,7324192889.742973,7761252607.184241,8190888739.646296,9249030241.018644,11244337719.837658,13827070378.561207,16306935905.413815,20434922247.303738,29420499247.70893,34135200994.00672,25691530442.035027,23468324572.33428,26575547900.824738,27116149948.668335,29152128167.84381,30277203767.405777,26344565876.89022,27117105059.507458,29391059767.425934,33247935477.357624,33099503950.847004,33379927434.61488,38185125732.94512,38018905782.39703,42247850064.51251,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1142497718.7791579,1133013235.1004472,1304361353.2702372,1362072159.945152,1532105070.1858118,1957724829.3592057,2288761822.5125713,2705665492.01675,3246481233.243968,3765249711.0909824,4914365189.049843,5665606114.80317,6311207779.924407,7046147736.916709,7176892950.3916445,7267570892.702111,6797792190.196806,6547670439.259995,6774193548.387096,6860272608.452106,7371692774.434043,8246479565.942477,10643253553.184044,12160056122.375738,14874098691.908167,18439981612.40859,21027018332.66626,21587786905.849907,28241798491.593018,36845888757.188644,43189721376.98464,51536595089.27929,54902831793.50177,45048190598.32485,45070808688.96109,50383871120.87327,55190661339.77958,55082293844.10078,25343525935.835773,30969334705.051456,24999113475.836823,45803067940.407196,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875748.5238317,,,772921958.5295087,,,,,652206037.1038738,,649206262.8475188,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037154741.9321055,2025693539.5584223,2379611124.614415,2657252578.3076344,2798345298.577806,2948331090.467524,2876401297.1075926,3046345314.386552,3271422332.6199636,3651622668.9510307,3956336244.118653,4356669034.342655,5074117544.774822,6242145880.0887575,7675466449.355309,8984853005.080584,9584297284.283165,11049783871.814425,13236946233.575916,15911994817.310715,21728516153.09073,17788185478.943974,17692276734.170986,16251408127.57345,14824667954.367361,14991283215.740831,19462085540.22311,21765195948.188976,25705296183.503674,26314313191.182552,30179954774.98992,32285573573.918488,33711069430.78004,31655473663.834824,35604137422.5796,39030285468.38408,43161571527.635315,39147844526.08376,46497608724.9865,46266428648.14326,43017455401.844536,43831480207.64445,47077192187.64177,58029363354.27568,66114145451.00669,68852658068.66728,75883823300.85452,86947913286.72797,101822906949.06343,101154952240.8807,100865329473.43983,110080631332.37535,106937392311.12907,115739287305.0801,119130841411.66359,110413823841.59187,111572947004.91748,118540573367.84428,127341147581.81831,128920266409.4575,121353645057.14369,142022058447.23093,130951926351.24097,144417103249.64584,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293127333.238065,327706210.435217,402451900.82128793,523554039.2032079,563949254.1140337,711978961.8936744,735324244.6673969,811191392.2242771,1000555218.0320864,1209870147.490988,1378175524.1118622,1205188647.9316258,1143216456.567955,1092560364.5195885,1037329604.3510797,1082867507.3314211,1515234743.4736655,1839081463.276756,2000704744.9153755,2010083833.1726034,2481307077.1098886,2480540845.332419,2737049230.7044163,2574494355.7335696,2720332134.5362263,3130309995.3084774,3137886994.5220656,2840195190.36905,2934593467.685893,2907118641.177555,2654462665.268933,2673723033.7123938,2919647981.8147264,3597089750.782763,4043551488.8260303,4204652898.7310276,4586826512.713562,5875790766.262101,6502942244.9306755,5474379252.341142,5367561569.595484,6088689808.383467,5742749294.008515,6555591709.885848,7070017323.65476,6264756528.376915,6471290793.550294,6430254652.58934,7184333936.013548,7383496254.237212,6730736282.78961,8623242743.295635,8800430486.17137,9995350547.121664,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592857043.050568,3094565870.6423674,2319243435.9609632,2371813014.649885,1702314267.5912333,1752999370.4615812,1695122173.9130435,1930081168.831169,1698717504.6554935,1170782957.3744323,1288429391.7995076,1480673594.0560203,1661818168.4226036,1980907434.768264,2598249555.89984,2988342907.0309634,3408255450.5509,4401173151.937674,6054824248.242213,5439434271.7880745,6974982369.601547,8414352020.494416,8709138634.82921,9496717875.519316,9402090137.742302,7797667196.730872,7980917075.774796,9514404016.209494,11252353420.879784,11736797054.696486,11530746234.449179,13691869264.079353,14510490660.251604,16539436547.294973,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.7511678,699161944.5580972,739286907.5927778,759345863.7326667,802482183.7287778,833563472.9981,900264584.5908293,956436932.101291,1031669637.3955349,1056391055.5961725,1111859570.882523,1199507631.0760274,1341590690.4136515,1653062335.0028615,1917508190.0468938,2283049215.3533945,2181844178.553396,2358930406.068901,2669755115.1093483,3463565853.81023,5201818347.7988205,4759333998.367463,4784977325.958034,4686457031.226905,3905938480.8611917,3802557894.8719015,4347989788.092567,3212900555.8090987,3189456965.048204,3175638332.6447086,3931334875.0137587,3254713056.021707,3714966678.33381,4063298919.2868047,3522227092.2283926,3838100903.7497377,4931861038.707632,4262965419.74998,4401967632.737184,4277903780.2913055,4629247203.84524,5438332601.907981,5351701663.408074,6372498889.665848,5064732626.293891,5859269752.61332,6395712490.943041,8524620889.577468,10725137723.654873,9616879409.437893,9982711338.07029,11551819617.874023,11578975061.947945,12423555455.38532,12522957399.228104,11323020701.301685,11848613858.441998,13176313593.550934,13760033282.292511,14104664678.506332,13051441203.947355,14554754116.542673,15134700203.049707,15790113246.747774,
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,19328038.315789472,21566404.016913317,25177137.52860412,30862041.604010023,39120171.24681934,24540877.604166668,22399467.10526316,20853788.711516533,24369109.14158305,38523364.48598131,42463576.1589404,44781456.95364238,47911340.18347938,57829787.234042555,109503546.09929079,127190757.95998873,141882254.2301776,141223029.38306406,168514513.37507114,189514434.24399954,215043969.84924623,244396761.92333952,284875809.03963387,322417837.16197103,356014932.1364607,398988954.9702634,450382327.9524214,508223602.3789295,540096397.6210705,589239753.6108751,624337145.284622,870031676.7987932,897031250.0,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875.0,2588176054.6875,2774350240.0491767,2886163997.205307,3295009237.5010657,3697353039.200426,4129505319.129205,4409942623.855379,4816426256.529144,5404344162.698884,5726094799.377091,3712604583.366653,5252457369.552176,6177118113.946365,6590894301.9579,
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,25169910581.932384,26730873312.698715,26352479345.581257,29171558729.28211,32468958629.61514,35485036092.35451,37999773462.54048,40929683209.69885,46987648800.40983,52418297698.79741,59037248575.18122,68081996065.36055,83449708202.69295,114701924208.0761,211138104647.5188,230572328994.11392,287241386902.3109,333435727138.1961,352581054277.84094,462052240837.67596,595839666265.9863,610113844973.5491,609097022764.1584,618856305832.6919,623240913077.465,635010632834.0862,642573974989.4441,596370597900.4231,590915602953.7937,608696799115.2924,794199685774.8965,625846069210.1348,659767588882.6593,612611498496.168,648757954295.8538,716061472558.1866,796664173285.2084,835239873738.8788,816819892102.4841,888446061820.489,995464425139.515,990205280016.889,982253939378.3866,1091930842811.8043,1287572186554.297,1545031850496.9993,1815637351836.13,2146341821615.316,2676961094698.8774,2404907477076.3633,2822236675989.8647,3401558785521.883,3662117827580.818,3610787338820.3213,3630927628679.663,3202944332228.422,3236195108878.519,3375978495033.308,3608662545371.0986,3598454815841.461,3207935509914.135,3807870128264.0327,4475708600082.346,4320566779119.1943,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,88875923765.07196,81912018783.50241,102648570299.11714,134531900898.92567,205577055465.99277,263797827860.4936,184602611609.5174,156167000432.99414,184230754105.39362,195241069482.0767,134556034672.99146,147542558208.8881,181611150496.7874,221403098266.76956,261253675692.83783,313139656145.7446,363157832923.73444,530160763983.50635,553618247900.7395,380157469866.8494,432157945024.4281,523449530464.25696,557461102630.6578,631249359702.389,742061329643.3695,796064590656.1759,810666116505.4778,765549967703.2732,819459227375.0225,917571853529.1045,1020265057882.007,1102355554971.9478,1161553459715.1033,943437415024.6328,1105424238731.0928,1229013703416.7583,1255110424817.7866,1327436290282.6748,1364507717614.1343,1213294467716.8804,1112233497452.6975,1190721475906.0,1256300182879.7263,1304106203694.807,1121064767261.8806,1316569466932.5913,1464312692331.5786,1789114434843.463,
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,8408486.0,9116810.0,9973652.0,11607366.0,15217532.0,16691301.0,18153647.0,20210069.0,22209370.0,25545346.0,26710653.0,31020000.0,34918000.0,41749000.0,45144000.0,43879000.0,55989000.0,62983000.0,70688000.0,72798000.0,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,109884700.0,112070100.0,113352100.0,114838500.0,122406100.0,131960000.00000001,131128500.0,132900000.0,138000000.0,143200000.0,150500000.0,146600000.0,151200000.0,161100000.0,172300000.0,180700000.0,186400000.0,186000000.0,183700000.0,201800000.0,213700000.0,220000000.0,232900000.0,241800000.0,258899999.99999997,253400000.0,259300000.0,
